FORCE/DISPLACEMENT CLAMP EXPERIMENT 
 9/16/2014 
 
 Experiment Name: 	 Default 
 Cantilever ID #: 	 Default 
 Sampling rate (Hz): 	 1000 
 Actuation Mode: 	 Disp. Clamp 
 
 Set Point (um) 	 Actuator Position (um) 	 Piezo Position (um) 
0.000000	0.000000	93.700409
0.000000	0.016022	93.150330
0.000000	0.007629	92.927551
0.000000	-0.007629	92.864227
0.000000	-0.007629	92.680359
0.000000	-0.007629	92.776489
0.000000	-0.007629	93.174744
0.000000	0.000000	93.453217
0.000000	0.000000	93.620300
0.000000	0.007629	93.659973
0.000000	0.016022	93.652344
0.000000	0.016022	93.644714
0.000000	0.007629	93.659973
0.000000	-0.007629	93.692017
0.000000	0.000000	93.628693
0.000000	-0.007629	93.501282
0.000000	-0.007629	92.903900
0.000000	0.000000	92.832184
0.000000	0.000000	92.855835
0.000000	0.007629	92.919922
0.000000	0.000000	92.855835
0.000000	0.000000	92.736816
0.000000	-0.031281	92.871857
0.000000	-0.016022	92.903900
0.000000	0.007629	92.832184
0.000000	-0.007629	93.397522
0.000000	0.007629	93.054962
0.000000	0.000000	92.999268
0.000000	0.007629	92.983246
0.000000	0.007629	92.864227
0.000000	-0.007629	93.517303
0.000000	-0.007629	93.731689
0.000000	-0.023651	93.708038
0.000000	-0.007629	93.684387
0.000000	0.007629	93.772125
0.000000	0.016022	93.859100
0.000000	0.000000	93.843842
0.000000	-0.016022	93.827820
0.000000	0.000000	93.692017
0.000000	-0.016022	93.700409
0.000000	0.007629	93.684387
0.000000	-0.023651	93.636322
0.000000	0.000000	93.716431
0.000000	-0.007629	93.652344
0.000000	0.000000	93.659973
0.000000	-0.016022	93.675995
0.000000	-0.007629	93.716431
0.000000	-0.016022	93.572998
0.000000	-0.023651	93.508911
0.000000	-0.016022	93.596649
0.000000	0.000000	93.548584
0.000000	0.000000	93.604279
0.000000	0.007629	93.700409
0.000000	-0.016022	93.628693
0.000000	0.000000	93.548584
0.000000	-0.016022	93.453217
0.000000	0.000000	93.214417
0.000000	-0.023651	93.158722
0.000000	0.007629	93.373871
0.000000	0.000000	93.501282
0.000000	0.000000	93.724060
0.000000	0.000000	93.668365
0.000000	-0.016022	93.659973
0.000000	-0.023651	93.564606
0.000000	-0.007629	93.596649
0.000000	-0.007629	93.476868
0.000000	-0.007629	93.445587
0.000000	0.007629	93.405151
0.000000	-0.007629	93.373871
0.000000	0.007629	93.325806
0.000000	-0.016022	93.460846
0.000000	-0.007629	93.389893
0.000000	0.000000	93.492889
0.000000	-0.007629	93.469238
0.000000	0.000000	93.564606
0.000000	0.007629	93.564606
0.000000	0.000000	93.644714
0.000000	0.016022	93.413544
0.000000	-0.007629	93.596649
0.000000	-0.007629	93.532562
0.000000	-0.007629	93.501282
0.000000	-0.007629	93.389893
0.000000	0.000000	93.277740
0.000000	0.007629	93.270111
0.000000	-0.023651	93.365479
0.000000	-0.007629	93.333435
0.000000	0.000000	93.405151
0.000000	0.000000	93.270111
0.000000	-0.007629	93.309784
0.000000	-0.016022	93.094635
0.000000	0.007629	93.182373
0.000000	0.000000	93.150330
0.000000	0.000000	93.333435
0.000000	0.000000	93.309784
0.000000	0.016022	93.397522
0.000000	-0.016022	93.373871
0.000000	-0.016022	93.572998
0.000000	-0.016022	93.517303
0.000000	-0.016022	93.564606
0.000000	0.007629	93.413544
0.000000	0.000000	93.302155
0.000000	0.016022	93.293762
0.000000	-0.016022	93.238068
0.000000	-0.007629	93.365479
0.000000	-0.007629	93.437195
0.000000	-0.016022	93.270111
0.000000	-0.023651	93.150330
0.000000	0.000000	93.174744
0.000000	0.007629	93.262482
0.000000	-0.007629	93.373871
0.000000	0.000000	93.445587
0.000000	-0.016022	93.476868
0.000000	-0.016022	93.572998
0.000000	0.000000	93.596649
0.000000	-0.016022	93.508911
0.000000	0.000000	93.421173
0.000000	-0.016022	93.405151
0.000000	0.016022	93.453217
0.000000	0.000000	93.389893
0.000000	-0.007629	93.445587
0.000000	-0.007629	93.309784
0.000000	-0.007629	93.190765
0.000000	-0.007629	93.230438
0.000000	-0.007629	93.286133
0.000000	-0.016022	93.946838
0.000000	0.000000	94.631958
0.000000	0.000000	94.680023
0.000000	0.000000	94.631958
0.000000	-0.007629	94.583893
0.000000	-0.007629	94.615936
0.000000	-0.023651	94.305420
0.000000	-0.007629	94.472504
0.000000	-0.007629	94.409180
0.000000	0.007629	94.440460
0.000000	0.000000	94.425201
0.000000	0.016022	94.488525
0.000000	-0.016022	94.432831
0.000000	-0.016022	94.599915
0.000000	-0.007629	94.504547
0.000000	-0.007629	94.544220
0.000000	0.000000	94.520569
0.000000	0.007629	94.592285
0.000000	0.007629	94.583893
0.000000	0.007629	94.703674
0.000000	-0.007629	94.592285
0.000000	-0.016022	94.647980
0.000000	-0.007629	94.488525
0.000000	-0.007629	94.464874
0.000000	-0.016022	94.472504
0.000000	-0.016022	94.472504
0.000000	0.007629	94.432831
0.000000	0.000000	94.456482
0.000000	0.007629	94.416809
0.000000	0.000000	94.393158
0.000000	-0.016022	94.337463
0.000000	-0.016022	94.504547
0.000000	-0.007629	94.512177
0.000000	0.000000	94.488525
0.000000	0.007629	94.464874
0.000000	-0.007629	94.416809
0.000000	-0.023651	94.393158
0.000000	0.016022	94.568634
0.000000	-0.016022	94.377136
0.000000	-0.007629	94.353485
0.000000	-0.016022	94.409180
0.000000	-0.007629	94.624329
0.000000	-0.007629	94.544220
0.000000	0.000000	94.791412
0.000000	0.016022	94.544220
0.000000	0.000000	94.568634
0.000000	0.000000	94.528198
0.000000	-0.016022	94.464874
0.000000	-0.007629	94.305420
0.000000	-0.016022	94.201660
0.000000	-0.007629	94.129944
0.000000	-0.016022	94.210052
0.000000	0.000000	94.257355
0.000000	0.000000	94.289398
0.000000	-0.016022	94.217682
0.000000	0.000000	94.361115
0.000000	-0.016022	94.400787
0.000000	-0.016022	94.400787
0.000000	0.000000	94.369507
0.000000	-0.007629	94.416809
0.000000	-0.016022	94.456482
0.000000	0.007629	94.552612
0.000000	0.000000	94.504547
0.000000	-0.016022	94.456482
0.000000	-0.007629	94.321442
0.000000	-0.023651	94.226074
0.000000	-0.007629	94.265747
0.000000	-0.007629	94.265747
0.000000	-0.023651	94.210052
0.000000	-0.007629	94.345093
0.000000	-0.007629	94.313049
0.000000	0.007629	94.369507
0.000000	0.007629	94.369507
0.000000	-0.016022	94.281769
0.000000	0.000000	94.281769
0.000000	-0.007629	94.249725
0.000000	-0.007629	94.289398
0.000000	0.000000	94.377136
0.000000	0.007629	94.480896
0.000000	0.000000	94.696045
0.000000	-0.007629	94.552612
0.000000	-0.007629	94.345093
0.000000	-0.016022	94.305420
0.000000	-0.016022	94.226074
0.000000	0.000000	94.226074
0.000000	0.000000	94.289398
0.000000	0.000000	94.321442
0.000000	-0.007629	94.400787
0.000000	-0.007629	94.560242
0.000000	-0.007629	94.480896
0.000000	0.000000	94.265747
0.000000	-0.007629	94.161987
0.000000	-0.007629	94.353485
0.000000	0.007629	94.337463
0.000000	0.000000	94.528198
0.000000	0.000000	94.544220
0.000000	0.000000	94.647980
0.000000	0.000000	94.472504
0.000000	-0.023651	94.432831
0.000000	-0.016022	94.528198
0.000000	-0.023651	94.528198
0.000000	0.000000	94.504547
0.000000	0.016022	94.583893
0.000000	-0.007629	94.592285
0.000000	0.007629	94.568634
0.000000	-0.007629	94.544220
0.000000	-0.016022	94.448853
0.000000	-0.007629	94.400787
0.000000	-0.007629	94.488525
0.000000	-0.007629	94.480896
0.000000	-0.007629	94.576263
0.000000	0.000000	94.329071
0.000000	0.007629	94.496918
0.000000	-0.007629	94.329071
0.000000	0.007629	94.409180
0.000000	-0.016022	94.400787
0.000000	-0.007629	94.281769
0.000000	-0.016022	94.337463
0.000000	0.000000	94.353485
0.000000	0.007629	94.512177
0.000000	-0.007629	94.464874
0.000000	-0.007629	94.440460
0.000000	-0.016022	94.504547
0.000000	-0.007629	94.480896
0.000000	0.016022	94.528198
0.000000	-0.007629	94.544220
0.000000	0.000000	94.409180
0.000000	-0.007629	94.448853
0.000000	0.000000	94.552612
0.000000	0.000000	94.416809
0.000000	-0.007629	94.345093
0.000000	-0.016022	94.400787
0.000000	-0.016022	94.273376
0.000000	0.000000	94.249725
0.000000	-0.016022	94.170380
0.000000	0.000000	94.233704
0.000000	0.007629	94.226074
0.000000	0.016022	94.226074
0.000000	0.000000	94.273376
0.000000	-0.023651	94.289398
0.000000	-0.007629	94.496918
0.000000	0.000000	94.409180
0.000000	0.000000	94.432831
0.000000	0.000000	94.448853
0.000000	-0.016022	93.939209
0.000000	0.000000	93.843842
0.000000	-0.007629	93.652344
0.000000	-0.023651	93.508911
0.000000	-0.016022	93.476868
0.000000	0.000000	93.476868
0.000000	-0.016022	93.517303
0.000000	0.007629	93.453217
0.000000	0.000000	93.532562
0.000000	0.000000	93.747711
0.000000	-0.007629	93.684387
0.000000	-0.016022	93.405151
0.000000	-0.007629	93.373871
0.000000	-0.007629	93.389893
0.000000	-0.007629	93.333435
0.000000	0.000000	93.445587
0.000000	0.000000	93.596649
0.000000	0.007629	93.286133
0.000000	-0.007629	93.270111
0.000000	-0.007629	93.349457
0.000000	-0.016022	93.373871
0.000000	-0.016022	93.277740
0.000000	0.000000	93.333435
0.000000	-0.007629	93.357849
0.000000	-0.007629	93.564606
0.000000	0.007629	93.668365
0.000000	-0.007629	93.636322
0.000000	0.007629	93.684387
0.000000	-0.007629	93.421173
0.000000	-0.016022	93.270111
0.000000	-0.023651	93.277740
0.000000	-0.016022	93.397522
0.000000	-0.007629	93.389893
0.000000	0.007629	93.373871
0.000000	-0.007629	93.389893
0.000000	0.007629	93.517303
0.000000	-0.016022	93.277740
0.000000	-0.016022	93.532562
0.000000	-0.023651	93.262482
0.000000	-0.007629	93.373871
0.000000	0.016022	93.309784
0.000000	-0.007629	93.333435
0.000000	0.000000	93.413544
0.000000	-0.007629	93.460846
0.000000	-0.016022	93.302155
0.000000	-0.007629	93.325806
0.000000	-0.007629	93.198395
0.000000	-0.007629	93.246460
0.000000	0.000000	93.246460
0.000000	-0.007629	93.309784
0.000000	0.007629	93.277740
0.000000	0.000000	93.357849
0.000000	-0.016022	93.094635
0.000000	-0.007629	93.087006
0.000000	-0.007629	93.038940
0.000000	-0.016022	93.222046
0.000000	0.007629	93.022919
0.000000	0.000000	93.262482
0.000000	0.007629	93.293762
0.000000	-0.007629	93.405151
0.000000	-0.007629	93.492889
0.000000	0.000000	93.469238
0.000000	-0.016022	93.405151
0.000000	-0.007629	93.437195
0.000000	0.007629	93.230438
0.000000	-0.007629	93.333435
0.000000	-0.016022	93.357849
0.000000	-0.007629	93.445587
0.000000	0.007629	93.389893
0.000000	-0.023651	93.357849
0.000000	-0.007629	93.293762
0.000000	-0.023651	93.230438
0.000000	-0.016022	93.246460
0.000000	0.000000	93.166351
0.000000	0.007629	93.182373
0.000000	0.007629	93.126678
0.000000	0.000000	93.302155
0.000000	-0.016022	93.389893
0.000000	0.007629	93.564606
0.000000	-0.016022	93.580627
0.000000	-0.016022	93.668365
0.000000	-0.023651	93.700409
0.000000	-0.007629	93.589020
0.000000	0.000000	93.508911
0.000000	0.000000	93.540955
0.000000	-0.007629	93.524933
0.000000	-0.007629	93.476868
0.000000	-0.016022	93.437195
0.000000	-0.023651	93.286133
0.000000	-0.007629	93.333435
0.000000	0.000000	93.357849
0.000000	0.000000	93.437195
0.000000	0.000000	93.460846
0.000000	0.000000	93.373871
0.000000	-0.007629	93.460846
0.000000	-0.007629	93.540955
0.000000	-0.016022	93.589020
0.000000	-0.016022	93.692017
0.000000	0.000000	93.532562
0.000000	0.000000	93.476868
0.000000	0.007629	93.524933
0.000000	-0.007629	93.460846
0.000000	0.000000	93.540955
0.000000	-0.007629	93.405151
0.000000	-0.016022	93.381500
0.000000	-0.016022	93.270111
0.000000	-0.007629	93.333435
0.000000	-0.016022	93.254089
0.000000	-0.007629	93.389893
0.000000	0.007629	93.302155
0.000000	0.000000	93.254089
0.000000	-0.007629	93.429565
0.000000	-0.016022	93.437195
0.000000	0.007629	93.230438
0.000000	-0.007629	93.134308
0.000000	-0.007629	92.991638
0.000000	0.000000	93.031311
0.000000	-0.007629	92.975616
0.000000	-0.007629	93.150330
0.000000	-0.016022	93.190765
0.000000	-0.007629	93.277740
0.000000	0.000000	93.150330
0.000000	0.000000	93.795776
0.000000	0.007629	93.596649
0.000000	-0.007629	93.460846
0.000000	0.007629	93.373871
0.000000	0.000000	93.460846
0.000000	0.000000	93.389893
0.000000	-0.031281	93.589020
0.000000	-0.007629	93.397522
0.000000	0.000000	93.254089
0.000000	0.000000	93.222046
0.000000	-0.007629	93.246460
0.000000	-0.007629	93.302155
0.000000	0.000000	93.460846
0.000000	0.016022	93.612671
0.000000	0.007629	93.772125
0.000000	-0.007629	93.636322
0.000000	-0.016022	93.700409
0.000000	0.000000	93.469238
0.000000	0.000000	93.254089
0.000000	0.007629	93.286133
0.000000	0.007629	93.460846
0.000000	0.000000	93.413544
0.000000	-0.016022	93.445587
0.000000	0.000000	93.517303
0.000000	-0.016022	93.453217
0.000000	-0.007629	93.540955
0.000000	0.007629	93.604279
0.000000	-0.007629	93.604279
0.000000	0.000000	93.636322
0.000000	0.000000	94.242096
0.000000	-0.007629	94.671631
0.000000	-0.016022	94.098663
0.000000	-0.016022	93.740082
0.000000	-0.023651	93.644714
0.000000	-0.016022	93.604279
0.000000	0.000000	93.652344
0.000000	0.000000	93.684387
0.000000	-0.007629	93.636322
0.000000	-0.007629	93.636322
0.000000	0.000000	93.644714
0.000000	-0.007629	93.429565
0.000000	-0.007629	93.373871
0.000000	-0.007629	93.270111
0.000000	0.000000	93.318176
0.000000	-0.007629	93.421173
0.000000	-0.007629	93.413544
0.000000	0.000000	93.421173
0.000000	-0.007629	93.620300
0.000000	-0.016022	93.795776
0.000000	0.000000	93.612671
0.000000	-0.007629	93.421173
0.000000	-0.007629	93.517303
0.000000	-0.007629	93.389893
0.000000	0.000000	93.413544
0.000000	-0.016022	93.365479
0.000000	-0.007629	93.318176
0.000000	0.000000	93.038940
0.000000	-0.016022	93.006897
0.000000	-0.007629	93.054962
0.000000	-0.007629	93.986511
0.000000	0.007629	94.472504
0.000000	0.000000	94.711304
0.000000	0.000000	94.775391
0.000000	0.007629	94.599915
0.000000	-0.023651	94.496918
0.000000	-0.023651	94.576263
0.000000	-0.023651	94.615936
0.000000	0.007629	94.432831
0.000000	-0.007629	93.899536
0.000000	0.016022	93.747711
0.000000	0.000000	93.740082
0.000000	0.007629	93.747711
0.000000	-0.007629	93.659973
0.000000	0.000000	93.508911
0.000000	-0.007629	93.492889
0.000000	-0.016022	93.604279
0.000000	0.000000	93.508911
0.000000	-0.007629	93.692017
0.000000	0.007629	93.659973
0.000000	0.000000	93.708038
0.000000	0.000000	93.787384
0.000000	-0.007629	93.675995
0.000000	-0.007629	93.620300
0.000000	-0.007629	93.532562
0.000000	-0.016022	93.501282
0.000000	0.000000	93.564606
0.000000	0.007629	93.540955
0.000000	0.000000	93.779755
0.000000	-0.007629	93.763733
0.000000	-0.007629	93.724060
0.000000	-0.007629	93.747711
0.000000	-0.016022	93.659973
0.000000	-0.007629	93.564606
0.000000	0.007629	93.501282
0.000000	-0.016022	93.604279
0.000000	0.007629	93.675995
0.000000	0.000000	93.700409
0.000000	-0.016022	93.589020
0.000000	-0.023651	93.508911
0.000000	-0.016022	93.373871
0.000000	-0.007629	93.517303
0.000000	0.000000	93.524933
0.000000	0.007629	93.763733
0.000000	0.000000	93.891144
0.000000	-0.016022	93.859100
0.000000	-0.007629	93.716431
0.000000	0.000000	93.580627
0.000000	-0.007629	93.556976
0.000000	0.000000	93.572998
0.000000	-0.007629	93.540955
0.000000	-0.023651	93.636322
0.000000	-0.023651	93.604279
0.000000	0.007629	93.708038
0.000000	-0.016022	93.684387
0.000000	0.000000	93.763733
0.000000	0.000000	93.612671
0.000000	-0.007629	93.564606
0.000000	-0.007629	93.492889
0.000000	-0.007629	93.508911
0.000000	0.000000	93.644714
0.000000	0.007629	93.724060
0.000000	0.000000	93.859100
0.000000	0.000000	93.867493
0.000000	-0.016022	93.803406
0.000000	-0.007629	93.867493
0.000000	-0.007629	93.772125
0.000000	-0.007629	93.819427
0.000000	0.000000	93.740082
0.000000	0.007629	93.939209
0.000000	0.000000	93.803406
0.000000	-0.007629	93.867493
0.000000	0.007629	93.708038
0.000000	0.007629	93.700409
0.000000	-0.007629	93.675995
0.000000	-0.007629	93.675995
0.000000	0.000000	93.659973
0.000000	-0.007629	93.700409
0.000000	0.007629	93.652344
0.000000	0.007629	93.692017
0.000000	0.000000	93.564606
0.000000	-0.016022	93.596649
0.000000	0.000000	93.524933
0.000000	-0.016022	93.524933
0.000000	0.000000	93.740082
0.000000	-0.007629	93.835449
0.000000	0.007629	93.740082
0.000000	0.000000	93.708038
0.000000	-0.016022	93.708038
0.000000	-0.016022	93.628693
0.000000	0.000000	93.572998
0.000000	-0.007629	93.564606
0.000000	-0.016022	93.835449
0.000000	-0.007629	93.803406
0.000000	-0.007629	93.787384
0.000000	-0.007629	93.875122
0.000000	-0.007629	94.233704
0.000000	-0.023651	94.680023
0.000000	-0.007629	93.971252
0.000000	-0.016022	93.891144
0.000000	-0.007629	94.042969
0.000000	0.000000	93.962860
0.000000	0.000000	93.939209
0.000000	0.000000	93.907166
0.000000	-0.007629	93.955231
0.000000	0.000000	93.859100
0.000000	0.000000	93.740082
0.000000	-0.007629	93.620300
0.000000	-0.007629	93.580627
0.000000	0.000000	93.596649
0.000000	0.000000	93.668365
0.000000	0.000000	93.675995
0.000000	0.007629	93.716431
0.000000	0.000000	93.668365
0.000000	0.000000	93.779755
0.000000	-0.007629	93.700409
0.000000	-0.007629	93.644714
0.000000	-0.007629	93.644714
0.000000	0.007629	93.779755
0.000000	0.000000	93.644714
0.000000	-0.007629	93.827820
0.000000	-0.007629	93.787384
0.000000	0.007629	93.716431
0.000000	-0.016022	93.580627
0.000000	-0.007629	93.731689
0.000000	0.000000	93.692017
0.000000	-0.016022	93.684387
0.000000	0.000000	93.604279
0.000000	-0.016022	93.795776
0.000000	-0.007629	93.747711
0.000000	-0.007629	93.811798
0.000000	0.000000	93.700409
0.000000	-0.016022	93.652344
0.000000	-0.007629	93.596649
0.000000	-0.007629	93.692017
0.000000	-0.016022	93.708038
0.000000	0.023651	93.692017
0.000000	0.007629	93.612671
0.000000	0.007629	93.659973
0.000000	-0.007629	93.589020
0.000000	0.016022	93.517303
0.000000	-0.007629	93.532562
0.000000	0.007629	93.572998
0.000000	-0.007629	93.589020
0.000000	0.000000	93.604279
0.000000	0.000000	93.692017
0.000000	-0.007629	93.756104
0.000000	-0.023651	93.628693
0.000000	-0.007629	93.492889
0.000000	0.000000	93.524933
0.000000	0.000000	93.540955
0.000000	0.000000	93.572998
0.000000	-0.007629	93.692017
0.000000	0.000000	93.620300
0.000000	-0.023651	93.604279
0.000000	-0.016022	93.580627
0.000000	-0.016022	93.469238
0.000000	-0.007629	93.437195
0.000000	0.000000	93.612671
0.000000	-0.016022	93.644714
0.000000	-0.007629	93.628693
0.000000	0.007629	93.708038
0.000000	0.007629	93.644714
0.000000	0.007629	93.628693
0.000000	-0.016022	93.517303
0.000000	-0.007629	93.437195
0.000000	-0.023651	93.492889
0.000000	0.000000	93.564606
0.000000	0.007629	93.572998
0.000000	-0.007629	93.556976
0.000000	0.000000	93.596649
0.000000	-0.007629	93.548584
0.000000	-0.016022	93.421173
0.000000	-0.023651	93.318176
0.000000	-0.016022	93.063354
0.000000	0.000000	93.333435
0.000000	0.000000	93.453217
0.000000	0.007629	93.460846
0.000000	0.007629	93.437195
0.000000	0.007629	93.460846
0.000000	-0.007629	93.341827
0.000000	-0.016022	93.389893
0.000000	-0.023651	93.373871
0.000000	-0.023651	93.357849
0.000000	0.016022	93.365479
0.000000	0.007629	93.469238
0.000000	0.016022	93.517303
0.000000	0.016022	93.540955
0.000000	-0.007629	93.469238
0.000000	-0.016022	93.492889
0.000000	-0.016022	93.309784
0.000000	-0.007629	93.469238
0.000000	0.000000	93.421173
0.000000	0.000000	93.469238
0.000000	0.007629	93.389893
0.000000	0.000000	93.644714
0.000000	-0.007629	93.540955
0.000000	-0.016022	93.532562
0.000000	-0.016022	93.277740
0.000000	-0.023651	93.309784
0.000000	-0.016022	93.365479
0.000000	0.007629	93.413544
0.000000	0.007629	93.445587
0.000000	0.007629	93.612671
0.000000	-0.007629	93.589020
0.000000	0.000000	93.700409
0.000000	0.000000	93.492889
0.000000	-0.016022	93.517303
0.000000	0.000000	93.485260
0.000000	-0.007629	93.540955
0.000000	-0.007629	93.564606
0.000000	-0.023651	93.747711
0.000000	-0.016022	93.747711
0.000000	0.000000	93.700409
0.000000	-0.007629	93.700409
0.000000	-0.016022	93.700409
0.000000	0.007629	93.501282
0.000000	-0.007629	93.517303
0.000000	0.007629	93.580627
0.000000	0.000000	93.652344
0.000000	-0.007629	93.652344
0.000000	0.000000	93.604279
